attempt_global_index,t_start,h_try,t_end,order,accepted,rejection_reason,residual_width_x,residual_width_y,residual_width_sum,target_width_x,target_width_y,target_width_sum,residual_over_target_ratio_x,residual_over_target_ratio_y,residual_over_target_ratio_sum,final_width_x,final_width_y,final_width_sum,polynomial_range_width_x,polynomial_range_width_y,remainder_width_x,remainder_width_y,cutoff_uncertainty_width_x,cutoff_uncertainty_width_y,truncation_uncertainty_width_x,truncation_uncertainty_width_y,notes
220,2.0017283433292654,0.0078363468787901354,2.0095646902080557,6,False,Picard residual not subset of target remainder,3.5290507515807986e-06,0.00025543597613786388,0.00025896502688944466,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.017645253757903993,1.2771798806893193,0.64741256722361162,2.1326064412635799,4.0616987969059659,6.1943052381695463,2.1394839292569676,4.1021603227970402,0.00020000000000000004,0.00020000000000000004,0,0,0,0.0068468914672123052,rejected_after_t_2
221,2.0017283433292654,0.0078363468787901354,2.0095646902080557,6,False,Picard residual not subset of target remainder,3.5290507515807986e-06,0.00025543597613786388,0.00025896502688944466,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.017645253757903993,1.2771798806893193,0.64741256722361162,2.1326064412635799,4.0616987969059659,6.1943052381695463,2.1394839292569676,4.1021603227970402,0.00020000000000000004,0.00020000000000000004,0,0,0,0.0068468914672123052,rejected_after_t_2
224,2.0115237769277527,0.0088158902386389019,2.0203396671663918,6,False,Picard residual not subset of target remainder,4.825832173129935e-06,0.00036883530013857873,0.00037366113231170869,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.024129160865649674,1.8441765006928936,0.93415283077927169,2.1773599344120633,4.2446307407848485,6.4219906751969118,2.1851726045853406,4.2908697195117442,0.00020000000000000004,0.00020000000000000004,0,0,0,0.0098182670544980141,rejected_after_t_2
225,2.0115237769277527,0.0088158902386389019,2.0203396671663918,6,False,Picard residual not subset of target remainder,4.825832173129935e-06,0.00036883530013857873,0.00037366113231170869,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.024129160865649674,1.8441765006928936,0.93415283077927169,2.1773599344120633,4.2446307407848485,6.4219906751969118,2.1851726045853406,4.2908697195117442,0.00020000000000000004,0.00020000000000000004,0,0,0,0.0098182670544980141,rejected_after_t_2
227,2.015931722047072,0.0066119176789791768,2.0225436397260514,6,False,Picard residual not subset of target remainder,2.6513527334838126e-06,0.00020398533535979194,0.00020663668809327575,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.013256763667419062,1.0199266767989597,0.51659172023318933,2.1867674737388723,4.2848302031073304,6.4715976768462031,2.1925467899328246,4.3185719246101391,0.00020000000000000004,0.00020000000000000004,0,0,0,0.0056684612238579587,rejected_after_t_2
228,2.015931722047072,0.0066119176789791768,2.0225436397260514,6,False,Picard residual not subset of target remainder,2.6513527334838126e-06,0.00020398533535979194,0.00020663668809327575,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.013256763667419062,1.0199266767989597,0.51659172023318933,2.1867674737388723,4.2848302031073304,6.4715976768462031,2.1925467899328246,4.3185719246101391,0.00020000000000000004,0.00020000000000000004,0,0,0,0.0056684612238579587,rejected_after_t_2
231,2.0241966191457963,0.0074384073888515735,2.0316350265346479,6,False,Picard residual not subset of target remainder,3.537390453820402e-06,0.00028848889857184106,0.00029202628902566145,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.01768695226910201,1.4424444928592053,0.73006572256415359,2.2264820392865983,4.4514777314484393,6.677959770735038,2.2330431603619312,4.4899389101114933,0.00020000000000000004,0.00020000000000000004,0,0,0,0.0079978661607595283,rejected_after_t_2
232,2.0241966191457963,0.0074384073888515735,2.0316350265346479,6,False,Picard residual not subset of target remainder,3.537390453820402e-06,0.00028848889857184106,0.00029202628902566145,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.01768695226910201,1.4424444928592053,0.73006572256415359,2.2264820392865983,4.4514777314484393,6.677959770735038,2.2330431603619312,4.4899389101114933,0.00020000000000000004,0.00020000000000000004,0,0,0,0.0079978661607595283,rejected_after_t_2
235,2.0334946283818605,0.0083682083124580198,2.0418628366943183,6,False,Picard residual not subset of target remainder,4.8714494460803255e-06,0.00041682841500875723,0.00042169986445483756,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.024357247230401627,2.0841420750437862,1.054249661137094,2.2730307926740072,4.65035636398816,6.9233871566621676,2.2804802577773295,4.6942829114755034,0.00020000000000000004,0.00020000000000000004,0,0,0,0.011464777116399627,rejected_after_t_2
236,2.0334946283818605,0.0083682083124580198,2.0418628366943183,6,False,Picard residual not subset of target remainder,4.8714494460803255e-06,0.00041682841500875723,0.00042169986445483756,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.024357247230401627,2.0841420750437862,1.054249661137094,2.2730307926740072,4.65035636398816,6.9233871566621676,2.2804802577773295,4.6942829114755034,0.00020000000000000004,0.00020000000000000004,0,0,0,0.011464777116399627,rejected_after_t_2
238,2.0376787325380894,0.0062761562343435148,2.0439548887724328,6,False,Picard residual not subset of target remainder,2.6439988962788371e-06,0.00023071927256715794,0.00023336327146343677,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.013219994481394185,1.1535963628357897,0.58340817865859185,2.2828134736458323,4.6940080444078722,6.9768215180537041,2.2883224804107725,4.7259872483311804,0.00020000000000000004,0.00020000000000000004,0,0,0,0.0066302751229452405,rejected_after_t_2
239,2.0376787325380894,0.0062761562343435148,2.0439548887724328,6,False,Picard residual not subset of target remainder,2.6439988962788371e-06,0.00023071927256715794,0.00023336327146343677,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.013219994481394185,1.1535963628357897,0.58340817865859185,2.2828134736458323,4.6940080444078722,6.9768215180537041,2.2883224804107725,4.7259872483311804,0.00020000000000000004,0.00020000000000000004,0,0,0,0.0066302751229452405,rejected_after_t_2
241,2.0408168106552611,0.0047071171757576361,2.0455239278310189,6,True,,1.5403766316396138e-06,0.00013012810710870488,0.00013166848374034448,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.0077018831581980689,0.65064053554352441,0.32917120935086119,2.2902081623087502,4.7270108372243227,7.0172189995330729,2.2942745564182867,4.7504121540078454,0.00020000000000000004,0.00020000000000000004,0,0,0,0.0038091393101810167,last_20_accepted_window
242,2.0455239278310189,0.0070606757636364542,2.0525846035946556,6,False,Picard residual not subset of target remainder,3.552839211034983e-06,0.00032659042326474734,0.00033014326247578229,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.017764196055174913,1.6329521163237366,0.82535815618945574,2.3241047340287087,4.8751449574437178,7.199249691472426,2.3303565305368483,4.9115771597654581,0.00020000000000000004,0.00020000000000000004,0,0,0,0.0093520222055678559,last_20_accepted_window;rejected_after_t_2
243,2.0455239278310189,0.0070606757636364542,2.0525846035946556,6,False,Picard residual not subset of target remainder,3.552839211034983e-06,0.00032659042326474734,0.00033014326247578229,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.017764196055174913,1.6329521163237366,0.82535815618945574,2.3241047340287087,4.8751449574437178,7.199249691472426,2.3303565305368483,4.9115771597654581,0.00020000000000000004,0.00020000000000000004,0,0,0,0.0093520222055678559,last_20_accepted_window;rejected_after_t_2
244,2.0455239278310189,0.0035303378818182271,2.049054265712837,6,True,,9.689269390888484e-07,7.6786669770678134e-05,7.7755596709766983e-05,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.0048446346954442417,0.38393334885339064,0.19438899177441746,2.307027367497088,4.8009719152483372,7.1079992827454248,2.3100209733864578,4.8181563569431365,0.00020000000000000004,0.00020000000000000004,0,0,0,0.0093520222055678559,last_20_accepted_window
245,2.049054265712837,0.0052955068227273404,2.0543497725355642,6,True,,1.985592910148872e-06,0.00018246204003307529,0.00018444763294322416,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.009927964550744359,0.91231020016537634,0.46111908235806037,2.3327504483650685,4.9145203523032785,7.2472708006683471,2.3373693096614279,4.9410873880669559,0.00020000000000000004,0.00020000000000000004,0,0,0,0.0053926709757379544,last_20_accepted_window
246,2.0543497725355642,0.0079432602340910111,2.0622930327696554,6,False,Picard residual not subset of target remainder,4.9263063612813033e-06,0.00047205485759753993,0.00047698116395882126,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.024631531806406516,2.3602742879876994,1.1924529098970531,2.3724865210804227,5.0913157236947564,7.4638022447751791,2.3795812684355262,5.1329007677948377,0.00020000000000000004,0.00020000000000000004,0,0,0,0.013401498209159519,last_20_accepted_window;rejected_after_t_2
247,2.0543497725355642,0.0079432602340910111,2.0622930327696554,6,False,Picard residual not subset of target remainder,4.9263063612813033e-06,0.00047205485759753993,0.00047698116395882126,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.024631531806406516,2.3602742879876994,1.1924529098970531,2.3724865210804227,5.0913157236947564,7.4638022447751791,2.3795812684355262,5.1329007677948377,0.00020000000000000004,0.00020000000000000004,0,0,0,0.013401498209159519,last_20_accepted_window;rejected_after_t_2
248,2.0543497725355642,0.0039716301170455055,2.0583214026526098,6,True,,1.2033859956127893e-06,0.00010696489430293618,0.00010816828029854896,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.0060169299780639457,0.53482447151468082,0.27042070074637242,2.3524453211243639,5.0027597036665421,7.355205024790906,2.3558512727725587,5.0222113842899736,0.00020000000000000004,0.00020000000000000004,0,0,0,0.013401498209159519,last_20_accepted_window
249,2.0583214026526098,0.0059574451755682583,2.0642788478281782,6,False,Picard residual not subset of target remainder,2.6420534891824952e-06,0.00026154157983920043,0.00026418363332838293,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.013210267445912475,1.3077078991960021,0.66045908332095726,2.3826522812186472,5.1387113859142426,7.5213636671328903,2.3878972193437371,5.1689059707007221,0.00020000000000000004,0.00020000000000000004,0,0,0,0.0077623821833925155,last_20_accepted_window;rejected_after_t_2
250,2.0583214026526098,0.0059574451755682583,2.0642788478281782,6,False,Picard residual not subset of target remainder,2.6420534891824952e-06,0.00026154157983920043,0.00026418363332838293,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.013210267445912475,1.3077078991960021,0.66045908332095726,2.3826522812186472,5.1387113859142426,7.5213636671328903,2.3878972193437371,5.1689059707007221,0.00020000000000000004,0.00020000000000000004,0,0,0,0.0077623821833925155,last_20_accepted_window;rejected_after_t_2
251,2.0583214026526098,0.0029787225877841291,2.0613001252403937,6,True,,7.744034978857715e-07,6.3394369956151241e-05,6.416877345403701e-05,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.0038720174894288574,0.31697184978075621,0.16042193363509252,2.3674487702678224,5.070640087142106,7.4380888574099284,2.3699486268670755,5.084927902267407,0.00020000000000000004,0.00020000000000000004,0,0,0,0.0077623821833925155,last_20_accepted_window
252,2.0613001252403937,0.0044680838816761933,2.0657682091220702,6,True,,1.519563269944546e-06,0.0001473687323753832,0.00014888829564532776,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.0075978163497227294,0.73684366187691597,0.37222073911331938,2.3903360983906032,5.174547478493662,7.5648835768842648,2.3942055418279269,5.1965937467390111,0.00020000000000000004,0.00020000000000000004,0,0,0,0.0044647710933339068,last_20_accepted_window
253,2.0657682091220702,0.0067021258225142899,2.0724703349445845,6,False,Picard residual not subset of target remainder,3.5751552995923295e-06,0.00037045112273845871,0.00037402627803805104,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.017875776497961647,1.8522556136922934,0.9350656950951276,2.4255537109248242,5.3355653055653303,7.761119016490154,2.4315036174720919,5.3699460155435856,0.00020000000000000004,0.00020000000000000004,0,0,0,0.010945620657315054,last_20_accepted_window;rejected_after_t_2
254,2.0657682091220702,0.0067021258225142899,2.0724703349445845,6,False,Picard residual not subset of target remainder,3.5751552995923295e-06,0.00037045112273845871,0.00037402627803805104,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.017875776497961647,1.8522556136922934,0.9350656950951276,2.4255537109248242,5.3355653055653303,7.761119016490154,2.4315036174720919,5.3699460155435856,0.00020000000000000004,0.00020000000000000004,0,0,0,0.010945620657315054,last_20_accepted_window;rejected_after_t_2
255,2.0657682091220702,0.003351062911257145,2.0691192720333271,6,True,,9.4500954904311035e-07,8.6739742207832084e-05,8.7684751756875198e-05,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.0047250477452155512,0.43369871103916041,0.21921187939218797,2.4078117039497475,5.2549179489677629,7.6627296529175108,2.410657723928745,5.271069385219973,0.00020000000000000004,0.00020000000000000004,0,0,0,0.010945620657315054,last_20_accepted_window
256,2.0691192720333271,0.0050265943668857177,2.074145866400213,6,False,Picard residual not subset of target remainder,1.9730812074691143e-06,0.00020698425805977844,0.00020895733926724755,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.0098654060373455713,1.0349212902988922,0.52239334816811889,2.4345349804754299,5.3783184587197921,7.812853439195222,2.4389288492598276,5.4033250906683543,0.00020000000000000004,0.00020000000000000004,0,0,0,0.0063197729640143774,last_20_accepted_window;rejected_after_t_2
257,2.0691192720333271,0.0050265943668857177,2.074145866400213,6,False,Picard residual not subset of target remainder,1.9730812074691143e-06,0.00020698425805977844,0.00020895733926724755,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.0098654060373455713,1.0349212902988922,0.52239334816811889,2.4345349804754299,5.3783184587197921,7.812853439195222,2.4389288492598276,5.4033250906683543,0.00020000000000000004,0.00020000000000000004,0,0,0,0.0063197729640143774,last_20_accepted_window;rejected_after_t_2
258,2.0691192720333271,0.0025132971834428588,2.0716325692167699,6,True,,6.2215169319410506e-07,5.1649622756350516e-05,5.2271774449544623e-05,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.0031107584659705251,0.25824811378175255,0.13067943612386154,2.4210966878684572,5.3165361559774826,7.7376328438459403,2.4231777964474244,5.3284037271371263,0.00020000000000000004,0.00020000000000000004,0,0,0,0.0063197729640143774,last_20_accepted_window
259,2.0716325692167699,0.003769945775164288,2.075402514991934,6,True,,1.1704479137980648e-06,0.00011759388951550799,0.00011876433742930606,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.005852239568990324,0.58796944757753988,0.29691084357326514,2.4413164368355087,5.4106082110585376,7.8519246478940463,2.4445516849489346,5.4288907929297574,0.00020000000000000004,0.00020000000000000004,0,0,0,0.0036260662966068492,last_20_accepted_window
260,2.075402514991934,0.0056549186627464325,2.0810574336546805,6,False,Picard residual not subset of target remainder,2.6061272931575669e-06,0.00028781896520986208,0.00029042509250301965,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.013030636465787834,1.4390948260493104,0.72606273125754905,2.472321684930777,5.5557640306224743,8.0280857155532512,2.4773060548700769,5.5841805994104492,0.00020000000000000004,0.00020000000000000004,0,0,0,0.0087838977218441441,last_20_accepted_window;rejected_after_t_2
261,2.075402514991934,0.0056549186627464325,2.0810574336546805,6,False,Picard residual not subset of target remainder,2.6061272931575669e-06,0.00028781896520986208,0.00029042509250301965,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.013030636465787834,1.4390948260493104,0.72606273125754905,2.472321684930777,5.5557640306224743,8.0280857155532512,2.4773060548700769,5.5841805994104492,0.00020000000000000004,0.00020000000000000004,0,0,0,0.0087838977218441441,last_20_accepted_window;rejected_after_t_2
262,2.075402514991934,0.0028274593313732162,2.0782299743233072,6,True,,7.4738146928172003e-07,6.9517344627355074e-05,7.0264726096636799e-05,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.0037369073464086,0.34758672313677536,0.175661815241592,2.4567176620619615,5.4830697112983042,7.9397873733602662,2.4590896395290005,5.4964730742664161,0.00020000000000000004,0.00020000000000000004,0,0,0,0.0087838977218441441,last_20_accepted_window
263,2.0782299743233072,0.0042411889970598244,2.082471163320367,6,True,,1.4849600864962705e-06,0.00016213785908821788,0.00016362281917471416,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.0074248004324813524,0.81068929544108936,0.40905704793678538,2.4802067301933293,5.5939824413690289,8.0741891715623577,2.4838818410472014,5.6146882053551783,0.00020000000000000004,0.00020000000000000004,0,0,0,0.0050562732435143927,last_20_accepted_window
264,2.082471163320367,0.006361783495589737,2.0888329468159568,6,False,Picard residual not subset of target remainder,3.5427132010580699e-06,0.00040743150450053898,0.00041097421770159708,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.017713566005290348,2.037157522502695,1.0274355442539926,2.5163385991794986,5.7658484708760485,8.2821870700555476,2.5219912182776381,5.7981869864177709,0.00020000000000000004,0.00020000000000000004,0,0,0,0.012373970438933202,last_20_accepted_window;rejected_after_t_2
265,2.082471163320367,0.006361783495589737,2.0888329468159568,6,False,Picard residual not subset of target remainder,3.5427132010580699e-06,0.00040743150450053898,0.00041097421770159708,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.017713566005290348,2.037157522502695,1.0274355442539926,2.5163385991794986,5.7658484708760485,8.2821870700555476,2.5219912182776381,5.7981869864177709,0.00020000000000000004,0.00020000000000000004,0,0,0,0.012373970438933202,last_20_accepted_window;rejected_after_t_2
266,2.082471163320367,0.0031808917477948685,2.0856520550681616,6,True,,9.1569929774117772e-07,9.527317807476539e-05,9.6188877372506564e-05,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.0045784964887058887,0.47636589037382693,0.24047219343126641,2.4981376903443056,5.6797488979032549,8.17788658824756,2.5008381596080058,5.694885229882459,0.00020000000000000004,0.00020000000000000004,0,0,0,0.012373970438933202,last_20_accepted_window
267,2.0856520550681616,0.0047713376216923023,2.0904233926898539,6,False,Picard residual not subset of target remainder,1.9377298229137805e-06,0.00022777793143213362,0.0002297156612550474,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.0096886491145689018,1.1388896571606681,0.57428915313761852,2.5255505861218079,5.811423942986389,8.3369745291081969,2.5297229098768717,5.8348900621019251,0.00020000000000000004,0.00020000000000000004,0,0,0,0.0071505268539875074,last_20_accepted_window;rejected_after_t_2
268,2.0856520550681616,0.0047713376216923023,2.0904233926898539,6,False,Picard residual not subset of target remainder,1.9377298229137805e-06,0.00022777793143213362,0.0002297156612550474,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.0096886491145689018,1.1388896571606681,0.57428915313761852,2.5255505861218079,5.811423942986389,8.3369745291081969,2.5297229098768717,5.8348900621019251,0.00020000000000000004,0.00020000000000000004,0,0,0,0.0071505268539875074,last_20_accepted_window;rejected_after_t_2
269,2.0856520550681616,0.0023856688108461511,2.0880377238790078,6,True,,5.986765998443431e-07,5.6556991646773287e-05,5.7155668246617632e-05,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.0029933829992217155,0.2827849582338664,0.14288917061654408,2.5117664801848645,5.7454880136960194,8.2572544938808843,2.5137385386071087,5.7565887119036949,0.00020000000000000004,0.00020000000000000004,0,0,0,0.0071505268539875074,last_20_accepted_window
270,2.0880377238790078,0.0035785032162692267,2.0916162270952769,6,True,,1.1390008045381236e-06,0.0001292930885956813,0.00013043208940021942,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.0056950040226906177,0.64646544297840647,0.32608022350054855,2.5325056571056397,5.8458453647299384,8.3783510218355772,2.5355755355296208,5.8629675201744869,0.00020000000000000004,0.00020000000000000004,0,0,0,0.0041053254409401992,last_20_accepted_window
271,2.0916162270952769,0.0053677548244038401,2.0969839819196809,6,False,Picard residual not subset of target remainder,2.5713336796852439e-06,0.00031664691706954413,0.0003192182507492294,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.012856668398426219,1.5832345853477205,0.79804562687307345,2.5642985406745731,6.0006930111440253,8.5649915518185988,2.5690307377867674,6.0273462150822459,0.00020000000000000004,0.00020000000000000004,0,0,0,0.0099299658116341616,last_20_accepted_window;rejected_after_t_2
272,2.0916162270952769,0.0053677548244038401,2.0969839819196809,6,False,Picard residual not subset of target remainder,2.5713336796852439e-06,0.00031664691706954413,0.0003192182507492294,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.012856668398426219,1.5832345853477205,0.79804562687307345,2.5642985406745731,6.0006930111440253,8.5649915518185988,2.5690307377867674,6.0273462150822459,0.00020000000000000004,0.00020000000000000004,0,0,0,0.0099299658116341616,last_20_accepted_window;rejected_after_t_2
273,2.0916162270952769,0.00268387741220192,2.0943001045074787,6,True,,7.2164440369640966e-07,7.6260730173995192e-05,7.6982374577691607e-05,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.0036082220184820483,0.38130365086997592,0.19245593644422901,2.5482994047792511,5.9231309981805706,8.4714304029598217,2.5505475050093147,5.9356570533487147,0.00020000000000000004,0.00020000000000000004,0,0,0,0.0099299658116341616,last_20_accepted_window
274,2.0943001045074787,0.0040258161183028803,2.0983259206257814,6,True,,1.4517929898483095e-06,0.00017835905649230305,0.00017981084948215137,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.007258964949241547,0.89179528246151518,0.4495271237053784,2.5723820610077364,6.041419095281273,8.6138011562890089,2.5758690639593129,6.0607961991404373,0.00020000000000000004,0.00020000000000000004,0,0,0,0.0057199299432453025,last_20_accepted_window
275,2.0983259206257814,0.0060387241774543209,2.1043646448032356,6,False,Picard residual not subset of target remainder,3.5106912022427929e-06,0.00044790496370612716,0.00045141565490836998,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.017553456011213962,2.2395248185306356,1.1285391372709248,2.6094153252985661,6.2247039511582356,8.8341192764568017,2.6147805085689559,6.2550210854311379,0.00020000000000000004,0.00020000000000000004,0,0,0,0.013974633690261423,last_20_accepted_window;rejected_after_t_2
276,2.0983259206257814,0.0060387241774543209,2.1043646448032356,6,False,Picard residual not subset of target remainder,3.5106912022427929e-06,0.00044790496370612716,0.00045141565490836998,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.017553456011213962,2.2395248185306356,1.1285391372709248,2.6094153252985661,6.2247039511582356,8.8341192764568017,2.6147805085689559,6.2550210854311379,0.00020000000000000004,0.00020000000000000004,0,0,0,0.013974633690261423,last_20_accepted_window;rejected_after_t_2
277,2.0983259206257814,0.0030193620887271604,2.1013452827145085,6,True,,8.8772271631775574e-07,0.00010465037545465896,0.00010553809817097672,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.0044386135815887781,0.52325187727329481,0.26384524542744181,2.5907620424940112,6.1328657591210911,8.7236278016151019,2.593321631600404,6.1469967818491114,0.00020000000000000004,0.00020000000000000004,0,0,0,0.013974633690261423,last_20_accepted_window
278,2.1013452827145085,0.0045290431330907406,2.1058743258475991,6,False,Picard residual not subset of target remainder,1.9036023616126609e-06,0.0002505618267456285,0.00025246542910724117,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.0095180118080633036,1.2528091337281424,0.63116357276810287,2.6188546927803702,6.2732489984732167,8.8921036912535865,2.6228127661010632,6.2951910903104302,0.00020000000000000004,0.00020000000000000004,0,0,0,0.0080815332285518165,last_20_accepted_window;rejected_after_t_2
279,2.1013452827145085,0.0045290431330907406,2.1058743258475991,6,False,Picard residual not subset of target remainder,1.9036023616126609e-06,0.0002505618267456285,0.00025246542910724117,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.0095180118080633036,1.2528091337281424,0.63116357276810287,2.6188546927803702,6.2732489984732167,8.8921036912535865,2.6228127661010632,6.2951910903104302,0.00020000000000000004,0.00020000000000000004,0,0,0,0.0080815332285518165,last_20_accepted_window;rejected_after_t_2
280,2.1013452827145085,0.0022645215665453703,2.1036098042810538,6,True,,5.7632178304212329e-07,6.1952226510653285e-05,6.2528548293695407e-05,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.0028816089152106164,0.30976113255326643,0.15632137073423852,2.6047297618916589,6.2029419939947914,8.8076717558864495,2.6065962739987105,6.2132836195492409,0.00020000000000000004,0.00020000000000000004,0,0,0,0.0080815332285518165,last_20_accepted_window
281,2.1036098042810538,0.0033967823498180557,2.107006586630872,6,True,,1.1088918225998959e-06,0.00014212487125032331,0.0001432337630729232,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.0055444591129994794,0.71062435625161646,0.35808440768230798,2.6259808430538238,6.3099131325414364,8.9358939755952598,2.6288907695970156,6.3258876037017284,0.00020000000000000004,0.00020000000000000004,0,0,0,0.0046424330957198822,last_20_accepted_window
282,2.107006586630872,0.0050951735247270835,2.1121017601555989,6,False,Picard residual not subset of target remainder,2.5373458863857833e-06,0.00034816808300228922,0.00035070542888867499,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.012686729431928915,1.740840415011446,0.87676357222168744,2.6585495913393609,6.4749571868802107,9.1335067782195711,2.6630381159069425,6.4998682765301146,0.00020000000000000004,0.00020000000000000004,0,0,0,0.011213029435804074,last_20_accepted_window;rejected_after_t_2
283,2.107006586630872,0.0050951735247270835,2.1121017601555989,6,False,Picard residual not subset of target remainder,2.5373458863857833e-06,0.00034816808300228922,0.00035070542888867499,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.012686729431928915,1.740840415011446,0.87676357222168744,2.6585495913393609,6.4749571868802107,9.1335067782195711,2.6630381159069425,6.4998682765301146,0.00020000000000000004,0.00020000000000000004,0,0,0,0.011213029435804074,last_20_accepted_window;rejected_after_t_2
284,2.107006586630872,0.0025475867623635418,2.1095541733932355,6,True,,6.9709346926750697e-07,8.3660143126345257e-05,8.4357236595612763e-05,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.0034854673463375345,0.41830071563172627,0.2108930914890319,2.6421613022787729,6.3922743800840776,9.0344356823628509,2.6442895896077832,6.4039330834553203,0.00020000000000000004,0.00020000000000000004,0,0,0,0.011213029435804074,last_20_accepted_window
285,2.1095541733932355,0.0038213801435453129,2.1133755535367809,6,False,Picard residual not subset of target remainder,1.4198728281434226e-06,0.00019611367340522368,0.00019753354623336711,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.0070993641407171128,0.98056836702611838,0.49383386558341774,2.6668285512888938,6.518320581314156,9.1851491326030494,2.6701337518143387,6.5363848310987906,0.00020000000000000004,0.00020000000000000004,0,0,0,0.0064629251815465586,rejected_after_t_2
286,2.1095541733932355,0.0038213801435453129,2.1133755535367809,6,False,Picard residual not subset of target remainder,1.4198728281434226e-06,0.00019611367340522368,0.00019753354623336711,0.00020000000000000001,0.00020000000000000001,0.00040000000000000002,0.0070993641407171128,0.98056836702611838,0.49383386558341774,2.6668285512888938,6.518320581314156,9.1851491326030494,2.6701337518143387,6.5363848310987906,0.00020000000000000004,0.00020000000000000004,0,0,0,0.0064629251815465586,rejected_after_t_2
